issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
accounts/scwallet: use go-ethereum crypto instead of go-ecdh,22212,https://github.com/ethereum/go-ethereum/issues/22212,"['accountsscwallet', 'use', 'goethereum', 'crypto', 'instead', 'goecdh']","['account', 'scwallet', 'use', 'go', 'ethereum', 'crypto', 'instead', 'go', 'ecdh']"
common/mclock: remove dependency on github.com/aristanetworks/goarista,22211,https://github.com/ethereum/go-ethereum/issues/22211,"['commonmclock', 'remove', 'dependency', 'githubcomaristanetworksgoarista']","['common', 'mclock', 'remov', 'depend', 'github', 'com', 'aristanetwork', 'goarista']"
trie: fix range prover,22210,https://github.com/ethereum/go-ethereum/issues/22210,"['trie', 'fix', 'range', 'prover']","['trie', 'fix', 'rang', 'prover']"
syncing error: header broke chain ordering,22209,https://github.com/ethereum/go-ethereum/issues/22209,"['syncing', 'error', 'header', 'broke', 'chain', 'ordering']","['sync', 'error', 'header', 'broke', 'chain', 'order']"
Can't call internal tracer in `traceBlockByNumber`,22208,https://github.com/ethereum/go-ethereum/issues/22208,"['cant', 'call', 'internal', 'tracer', 'traceblockbynumber']","['can', 'call', 'intern', 'tracer', 'traceblockbynumb']"
internal/debug: add switch to format logs with json,22207,https://github.com/ethereum/go-ethereum/issues/22207,"['internaldebug', 'add', 'switch', 'format', 'log', 'json']","['intern', 'debug', 'add', 'switch', 'format', 'log', 'json']"
Move the simulated backend and the abi package,22206,https://github.com/ethereum/go-ethereum/issues/22206,"['move', 'simulated', 'backend', 'abi', 'package']","['move', 'simul', 'backend', 'abi', 'packag']"
eth: move eth.Config to a common package,22205,https://github.com/ethereum/go-ethereum/issues/22205,"['eth', 'move', 'ethconfig', 'common', 'package']","['eth', 'move', 'eth', 'config', 'common', 'packag']"
cmd/geth: update copydb to use default freezer if not specified,22204,https://github.com/ethereum/go-ethereum/issues/22204,"['cmdgeth', 'update', 'copydb', 'use', 'default', 'freezer', 'specified']","['cmd', 'geth', 'updat', 'copydb', 'use', 'default', 'freezer', 'specifi']"
cmd/geth: update copydb help with ancient dir,22203,https://github.com/ethereum/go-ethereum/issues/22203,"['cmdgeth', 'update', 'copydb', 'help', 'ancient', 'dir']","['cmd', 'geth', 'updat', 'copydb', 'help', 'ancient', 'dir']"
Add eth_callBundle rpc method,22202,https://github.com/ethereum/go-ethereum/issues/22202,"['add', 'eth_callbundle', 'rpc', 'method']","['add', 'eth_callbundl', 'rpc', 'method']"
Unable to attach,22201,https://github.com/ethereum/go-ethereum/issues/22201,"['unable', 'attach']","['unabl', 'attach']"
ancient chain segments already extracted,22200,https://github.com/ethereum/go-ethereum/issues/22200,"['ancient', 'chain', 'segment', 'already', 'extracted']","['ancient', 'chain', 'segment', 'alreadi', 'extract']"
oss-fuzz: fix abi fuzzer,22199,https://github.com/ethereum/go-ethereum/issues/22199,"['ossfuzz', 'fix', 'abi', 'fuzzer']","['oss', 'fuzz', 'fix', 'abi', 'fuzzer']"
"les, p2p: mark ddos attacker as bad in p2p layer",22198,https://github.com/ethereum/go-ethereum/issues/22198,"['le', 'p2p', 'mark', 'ddos', 'attacker', 'bad', 'p2p', 'layer']","['le', 'p2p', 'mark', 'ddo', 'attack', 'bad', 'p2p', 'layer']"
"Extend the ""TraceCall"" API so that the state override can be support",22197,https://github.com/ethereum/go-ethereum/issues/22197,"['extend', 'tracecall', 'api', 'state', 'override', 'support']","['extend', 'tracecal', 'api', 'state', 'overrid', 'support']"
The warnings are printed in the light client console.,22196,https://github.com/ethereum/go-ethereum/issues/22196,"['the', 'warning', 'printed', 'light', 'client', 'console']","['the', 'warn', 'print', 'light', 'client', 'consol']"
Sync not starting,22195,https://github.com/ethereum/go-ethereum/issues/22195,"['sync', 'starting']","['sync', 'start']"
Getting Socket timeout issue from Node,22194,https://github.com/ethereum/go-ethereum/issues/22194,"['getting', 'socket', 'timeout', 'issue', 'node']","['get', 'socket', 'timeout', 'issu', 'node']"
abigen code fails at compile time,22193,https://github.com/ethereum/go-ethereum/issues/22193,"['abigen', 'code', 'fails', 'compile', 'time']","['abigen', 'code', 'fail', 'compil', 'time']"
abigen import of U256 is wrong,22192,https://github.com/ethereum/go-ethereum/issues/22192,"['abigen', 'import', 'u256', 'wrong']","['abigen', 'import', 'u256', 'wrong']"
event: resubscribe with error handler,22191,https://github.com/ethereum/go-ethereum/issues/22191,"['event', 'resubscribe', 'error', 'handler']","['event', 'resubscrib', 'error', 'handler']"
docs: explain trusted nodes,22190,https://github.com/ethereum/go-ethereum/issues/22190,"['doc', 'explain', 'trusted', 'node']","['doc', 'explain', 'trust', 'node']"
usb: remove deprecated --nousb flag,22189,https://github.com/ethereum/go-ethereum/issues/22189,"['usb', 'remove', 'deprecated', 'nousb', 'flag']","['usb', 'remov', 'deprec', 'nousb', 'flag']"
verbosity option doesn't work,22188,https://github.com/ethereum/go-ethereum/issues/22188,"['verbosity', 'option', 'doesnt', 'work']","['verbos', 'option', 'work']"
graphql: change receipt status to decimal instead of hex,22187,https://github.com/ethereum/go-ethereum/issues/22187,"['graphql', 'change', 'receipt', 'status', 'decimal', 'instead', 'hex']","['graphql', 'chang', 'receipt', 'statu', 'decim', 'instead', 'hex']"
eth/protocols/snap: return error on cancelled sync,22186,https://github.com/ethereum/go-ethereum/issues/22186,"['ethprotocolssnap', 'return', 'error', 'cancelled', 'sync']","['eth', 'protocol', 'snap', 'return', 'error', 'cancel', 'sync']"
eth/protocols/snap: fix race condition on timeouts,22185,https://github.com/ethereum/go-ethereum/issues/22185,"['ethprotocolssnap', 'fix', 'race', 'condition', 'timeouts']","['eth', 'protocol', 'snap', 'fix', 'race', 'condit', 'timeout']"
node: serve JSON-RPC on custom path prefix,22184,https://github.com/ethereum/go-ethereum/issues/22184,"['node', 'serve', 'jsonrpc', 'custom', 'path', 'prefix']","['node', 'serv', 'json', 'rpc', 'custom', 'path', 'prefix']"
les: UDP pre-negotiation of available server capacity,22183,https://github.com/ethereum/go-ethereum/issues/22183,"['le', 'udp', 'prenegotiation', 'available', 'server', 'capacity']","['le', 'udp', 'pre', 'negoti', 'avail', 'server', 'capac']"
Can I recover it?,22182,https://github.com/ethereum/go-ethereum/issues/22182,"['can', 'i', 'recover']","['can', 'i', 'recov']"
Fix queue slicing,22181,https://github.com/ethereum/go-ethereum/issues/22181,"['fix', 'queue', 'slicing']","['fix', 'queue', 'slice']"
error with clef.ipc,22180,https://github.com/ethereum/go-ethereum/issues/22180,"['error', 'clefipc']","['error', 'clef', 'ipc']"
eth/protocols/snap: snap sync testing,22179,https://github.com/ethereum/go-ethereum/issues/22179,"['ethprotocolssnap', 'snap', 'sync', 'testing']","['eth', 'protocol', 'snap', 'snap', 'sync', 'test']"
eth/filters: fix potential deadlock in filter timeout loop,22178,https://github.com/ethereum/go-ethereum/issues/22178,"['ethfilters', 'fix', 'potential', 'deadlock', 'filter', 'timeout', 'loop']","['eth', 'filter', 'fix', 'potenti', 'deadlock', 'filter', 'timeout', 'loop']"
core/state/snapshot: add generation logs to storage too,22177,https://github.com/ethereum/go-ethereum/issues/22177,"['corestatesnapshot', 'add', 'generation', 'log', 'storage']","['core', 'state', 'snapshot', 'add', 'gener', 'log', 'storag']"
"eth/handler, broadcast: optimize tx broadcast mechanism",22176,https://github.com/ethereum/go-ethereum/issues/22176,"['ethhandler', 'broadcast', 'optimize', 'tx', 'broadcast', 'mechanism']","['eth', 'handler', 'broadcast', 'optim', 'tx', 'broadcast', 'mechan']"
Tx fetching flaw,22175,https://github.com/ethereum/go-ethereum/issues/22175,"['tx', 'fetching', 'flaw']","['tx', 'fetch', 'flaw']"
Sync stopped before 100 blocks behind,22174,https://github.com/ethereum/go-ethereum/issues/22174,"['sync', 'stopped', '100', 'block', 'behind']","['sync', 'stop', '100', 'block', 'behind']"
tests/fuzzers/les: add fuzzer for les server handler,22173,https://github.com/ethereum/go-ethereum/issues/22173,"['testsfuzzersles', 'add', 'fuzzer', 'le', 'server', 'handler']","['test', 'fuzzer', 'le', 'add', 'fuzzer', 'le', 'server', 'handler']"
Snap sync crash,22172,https://github.com/ethereum/go-ethereum/issues/22172,"['snap', 'sync', 'crash']","['snap', 'sync', 'crash']"
"eth, eth/downloader,p2p: reserve half peer slots for snap peers during snap sync",22171,https://github.com/ethereum/go-ethereum/issues/22171,"['eth', 'ethdownloaderp2p', 'reserve', 'half', 'peer', 'slot', 'snap', 'peer', 'snap', 'sync']","['eth', 'eth', 'download', 'p2p', 'reserv', 'half', 'peer', 'slot', 'snap', 'peer', 'snap', 'sync']"
internal/ethapi: print tx details when submitting,22170,https://github.com/ethereum/go-ethereum/issues/22170,"['internalethapi', 'print', 'tx', 'detail', 'submitting']","['intern', 'ethapi', 'print', 'tx', 'detail', 'submit']"
cmd/faucet: update the embedded website asset,22169,https://github.com/ethereum/go-ethereum/issues/22169,"['cmdfaucet', 'update', 'embedded', 'website', 'asset']","['cmd', 'faucet', 'updat', 'embed', 'websit', 'asset']"
Problem of VMTest,22168,https://github.com/ethereum/go-ethereum/issues/22168,"['problem', 'vmtest']","['problem', 'vmtest']"
docs: fix some broken links,22167,https://github.com/ethereum/go-ethereum/issues/22167,"['doc', 'fix', 'broken', 'link']","['doc', 'fix', 'broken', 'link']"
graphql: fix spurious travis failure,22166,https://github.com/ethereum/go-ethereum/issues/22166,"['graphql', 'fix', 'spurious', 'travis', 'failure']","['graphql', 'fix', 'spuriou', 'travi', 'failur']"
ethapi: add `txpool_contentHashes` RPC method,22165,https://github.com/ethereum/go-ethereum/issues/22165,"['ethapi', 'add', 'txpool_contenthashes', 'rpc', 'method']","['ethapi', 'add', 'txpool_contenthash', 'rpc', 'method']"
graphql: fix spurious error in test,22164,https://github.com/ethereum/go-ethereum/issues/22164,"['graphql', 'fix', 'spurious', 'error', 'test']","['graphql', 'fix', 'spuriou', 'error', 'test']"
core/state/snapshot: write snapshot generator in batch,22163,https://github.com/ethereum/go-ethereum/issues/22163,"['corestatesnapshot', 'write', 'snapshot', 'generator', 'batch']","['core', 'state', 'snapshot', 'write', 'snapshot', 'gener', 'batch']"
consensus/ethash: increase seal timeout for tests,22162,https://github.com/ethereum/go-ethereum/issues/22162,"['consensusethash', 'increase', 'seal', 'timeout', 'test']","['consensu', 'ethash', 'increas', 'seal', 'timeout', 'test']"
eth/tracers: move tracing APIs into eth/tracers,22161,https://github.com/ethereum/go-ethereum/issues/22161,"['ethtracers', 'move', 'tracing', 'apis', 'ethtracers']","['eth', 'tracer', 'move', 'trace', 'api', 'eth', 'tracer']"
snapshot: merge loops for better performance,22160,https://github.com/ethereum/go-ethereum/issues/22160,"['snapshot', 'merge', 'loop', 'better', 'performance']","['snapshot', 'merg', 'loop', 'better', 'perform']"
compile geth using gccgo not gc,22159,https://github.com/ethereum/go-ethereum/issues/22159,"['compile', 'geth', 'using', 'gccgo', 'gc']","['compil', 'geth', 'use', 'gccgo', 'gc']"
tests/fuzzers/abi: better test generation,22158,https://github.com/ethereum/go-ethereum/issues/22158,"['testsfuzzersabi', 'better', 'test', 'generation']","['test', 'fuzzer', 'abi', 'better', 'test', 'gener']"
common/prque: pull in tests and benchmarks from upstream,22157,https://github.com/ethereum/go-ethereum/issues/22157,"['commonprque', 'pull', 'test', 'benchmark', 'upstream']","['common', 'prque', 'pull', 'test', 'benchmark', 'upstream']"
Generic Type for prque,22156,https://github.com/ethereum/go-ethereum/issues/22156,"['generic', 'type', 'prque']","['gener', 'type', 'prque']"
eth: increase default max gas price to 1000 GWei,22155,https://github.com/ethereum/go-ethereum/issues/22155,"['eth', 'increase', 'default', 'max', 'gas', 'price', '1000', 'gwei']","['eth', 'increas', 'default', 'max', 'ga', 'price', '1000', 'gwei']"
les: do not directly import package eth from les,22154,https://github.com/ethereum/go-ethereum/issues/22154,"['le', 'directly', 'import', 'package', 'eth', 'le']","['le', 'directli', 'import', 'packag', 'eth', 'le']"
graphql: fix issue with unmarshalling int32 into `Long` type,22153,https://github.com/ethereum/go-ethereum/issues/22153,"['graphql', 'fix', 'issue', 'unmarshalling', 'int32', 'long', 'type']","['graphql', 'fix', 'issu', 'unmarshal', 'int32', 'long', 'type']"
Implement EIP-3102 ‘Binary Trie Structure’,22152,https://github.com/ethereum/go-ethereum/issues/22152,"['implement', 'eip3102', 'binary', 'trie', 'structure']","['implement', 'eip', '3102', 'binari', 'trie', 'structur']"
"Light node using too much storage, doing fast sync? (after 1.9.17)",22151,https://github.com/ethereum/go-ethereum/issues/22151,"['light', 'node', 'using', 'much', 'storage', 'fast', 'sync', '1917']","['light', 'node', 'use', 'much', 'storag', 'fast', 'sync', '1', '9', '17']"
Force geth to continue using fast sync,22150,https://github.com/ethereum/go-ethereum/issues/22150,"['force', 'geth', 'continue', 'using', 'fast', 'sync']","['forc', 'geth', 'continu', 'use', 'fast', 'sync']"
Block lose transactions?,22149,https://github.com/ethereum/go-ethereum/issues/22149,"['block', 'lose', 'transaction']","['block', 'lose', 'transact']"
cmd/puppeth: make it possible to have pw-protected keyfiles,22148,https://github.com/ethereum/go-ethereum/issues/22148,"['cmdpuppeth', 'make', 'possible', 'pwprotected', 'keyfiles']","['cmd', 'puppeth', 'make', 'possibl', 'pw', 'protect', 'keyfil']"
Rinkeby faucet doesn't work for me,22147,https://github.com/ethereum/go-ethereum/issues/22147,"['rinkeby', 'faucet', 'doesnt', 'work']","['rinkebi', 'faucet', 'work']"
eth: improve log message,22146,https://github.com/ethereum/go-ethereum/issues/22146,"['eth', 'improve', 'log', 'message']","['eth', 'improv', 'log', 'messag']"
cmd/faucet: fix nonce-gap problem,22145,https://github.com/ethereum/go-ethereum/issues/22145,"['cmdfaucet', 'fix', 'noncegap', 'problem']","['cmd', 'faucet', 'fix', 'nonc', 'gap', 'problem']"
Implement LES discv5 talk requests prenegotiation,22144,https://github.com/ethereum/go-ethereum/issues/22144,"['implement', 'les', 'discv5', 'talk', 'request', 'prenegotiation']","['implement', 'le', 'discv5', 'talk', 'request', 'prenegoti']"
Research transactional database support,22143,https://github.com/ethereum/go-ethereum/issues/22143,"['research', 'transactional', 'database', 'support']","['research', 'transact', 'databas', 'support']"
Support eth/66 protocol version (EIP-2481 ‘request identifier’),22142,https://github.com/ethereum/go-ethereum/issues/22142,"['support', 'eth66', 'protocol', 'version', 'eip2481', 'request', 'identifier']","['support', 'eth', '66', 'protocol', 'version', 'eip', '2481', 'request', 'identifi']"
Remove deprecated command line flags,22141,https://github.com/ethereum/go-ethereum/issues/22141,"['remove', 'deprecated', 'command', 'line', 'flag']","['remov', 'deprec', 'command', 'line', 'flag']"
eth/downloader: fix race condition in tests,22140,https://github.com/ethereum/go-ethereum/issues/22140,"['ethdownloader', 'fix', 'race', 'condition', 'test']","['eth', 'download', 'fix', 'race', 'condit', 'test']"
Enable snap sync by default,22139,https://github.com/ethereum/go-ethereum/issues/22139,"['enable', 'snap', 'sync', 'default']","['enabl', 'snap', 'sync', 'default']"
Use API for Facebook check in faucet,22138,https://github.com/ethereum/go-ethereum/issues/22138,"['use', 'api', 'facebook', 'check', 'faucet']","['use', 'api', 'facebook', 'check', 'faucet']"
cmd/faucet: switch Facebook auth over to mobile site,22137,https://github.com/ethereum/go-ethereum/issues/22137,"['cmdfaucet', 'switch', 'facebook', 'auth', 'mobile', 'site']","['cmd', 'faucet', 'switch', 'facebook', 'auth', 'mobil', 'site']"
cmd/faucet: fix websocket race regression after switching to gorilla,22136,https://github.com/ethereum/go-ethereum/issues/22136,"['cmdfaucet', 'fix', 'websocket', 'race', 'regression', 'switching', 'gorilla']","['cmd', 'faucet', 'fix', 'websocket', 'race', 'regress', 'switch', 'gorilla']"
