issue,number,state,link
"""Database compacting, degraded performance database"" for 2 days already",22056,open,https://github.com/ethereum/go-ethereum/issues/22056
Memory leak issue,22055,closed,https://github.com/ethereum/go-ethereum/issues/22055
"geth is stuck at ""HTTP endpoint opened"" on ubuntu but has no problems on Windows",22054,closed,https://github.com/ethereum/go-ethereum/issues/22054
accounts/abi/bind: fix NewFallback test,22053,closed,https://github.com/ethereum/go-ethereum/issues/22053
eth/downloader: removed unnecessary invalid chain error check,22052,closed,https://github.com/ethereum/go-ethereum/issues/22052
It is not possible to send a transaction through the ledger,22051,closed,https://github.com/ethereum/go-ethereum/issues/22051
Update go modules,22050,closed,https://github.com/ethereum/go-ethereum/issues/22050
NewFallback TC bug,22049,closed,https://github.com/ethereum/go-ethereum/issues/22049
les: don't drop sentTo for normal cases,22048,closed,https://github.com/ethereum/go-ethereum/issues/22048
Update README.md,22047,closed,https://github.com/ethereum/go-ethereum/issues/22047
Update README.md,22046,closed,https://github.com/ethereum/go-ethereum/issues/22046
docs: fixed links,22045,closed,https://github.com/ethereum/go-ethereum/issues/22045
go.mod: use github.com/holiman/bloomfilter/v2,22044,closed,https://github.com/ethereum/go-ethereum/issues/22044
Syncing fails after using SSD on multiple systems,22043,closed,https://github.com/ethereum/go-ethereum/issues/22043
"Where to rename ""ether"" cryptocurrency",22042,closed,https://github.com/ethereum/go-ethereum/issues/22042
Current code is not compatible with solidity version 0.8.0,22041,closed,https://github.com/ethereum/go-ethereum/issues/22041
command option to specify different ports for discovery (UDP) and listening (TCP),22040,open,https://github.com/ethereum/go-ethereum/issues/22040
Rinkeby faucet not working again?,22039,closed,https://github.com/ethereum/go-ethereum/issues/22039
"eth, eth/tracers: expose gas used in tx to js tracer",22038,closed,https://github.com/ethereum/go-ethereum/issues/22038
Build failed: 'TARGET_OS_MAC' is not defined,22037,closed,https://github.com/ethereum/go-ethereum/issues/22037
"ethclient, web3ext: rerouted net_version to eth_chainID",22036,closed,https://github.com/ethereum/go-ethereum/issues/22036
eth/download/statesync : state hash sum optimized,22035,closed,https://github.com/ethereum/go-ethereum/issues/22035
`net_version` method not available,22034,closed,https://github.com/ethereum/go-ethereum/issues/22034
"Show liquidity pool stakes in dashboard, and count toward total net worth",22033,closed,https://github.com/ethereum/go-ethereum/issues/22033
Crash with 'out of gas' on local geth node when querying Uniswap balances,22032,closed,https://github.com/ethereum/go-ethereum/issues/22032
Rinkeby Faucet No Ethereum Address Found,22031,closed,https://github.com/ethereum/go-ethereum/issues/22031
docs: add metric page,22030,closed,https://github.com/ethereum/go-ethereum/issues/22030
"common,crypto: move fuzzers out of core",22029,closed,https://github.com/ethereum/go-ethereum/issues/22029
oss-fuzz: use provided compile_go_fuzzer function,22028,closed,https://github.com/ethereum/go-ethereum/issues/22028
Transactions losing not being broadcasted,22027,open,https://github.com/ethereum/go-ethereum/issues/22027
"core/rawdb, eth/protocols : Method name typo fix",22026,closed,https://github.com/ethereum/go-ethereum/issues/22026
Add Request Parameters to RPC logging,22025,open,https://github.com/ethereum/go-ethereum/issues/22025
geth build failure,22024,closed,https://github.com/ethereum/go-ethereum/issues/22024
eth/protocols/snap: speed up hash checks,22023,closed,https://github.com/ethereum/go-ethereum/issues/22023
crypto: faster keccak on Address and Hash,22022,closed,https://github.com/ethereum/go-ethereum/issues/22022
core/state: fix metering-flaw,22021,closed,https://github.com/ethereum/go-ethereum/issues/22021
New Ethereum JSON-RPC Endpoint - Transaction Simulation,22020,closed,https://github.com/ethereum/go-ethereum/issues/22020
snapshot mode typo,22019,closed,https://github.com/ethereum/go-ethereum/issues/22019
cmd/faucet: sort requests by newest first,22018,closed,https://github.com/ethereum/go-ethereum/issues/22018
rinkeby faucet: history order,22017,closed,https://github.com/ethereum/go-ethereum/issues/22017
snap: track revertals when peer rejects request,22016,closed,https://github.com/ethereum/go-ethereum/issues/22016
"les, light: improve lightchain",22015,closed,https://github.com/ethereum/go-ethereum/issues/22015
"cmd/geth: add db commands: stats, compact, put, get, delete",22014,open,https://github.com/ethereum/go-ethereum/issues/22014
"Ask for help. When geth runs to 1.1 million blocks, it is difficult to change and cannot be started",22013,closed,https://github.com/ethereum/go-ethereum/issues/22013
rpc: increase max request content length,22012,open,https://github.com/ethereum/go-ethereum/issues/22012
docs: Fix issues found by w3c link checker,22010,closed,https://github.com/ethereum/go-ethereum/issues/22010
tests: update the reference tests,22009,closed,https://github.com/ethereum/go-ethereum/issues/22009
Fatal: Failed to register the Ethereum service: failed to retrieve genesis from ancient EOF,22008,closed,https://github.com/ethereum/go-ethereum/issues/22008
dumpconfig doesn't output config for metrics,22007,closed,https://github.com/ethereum/go-ethereum/issues/22007
Binary trie with database backend,22006,open,https://github.com/ethereum/go-ethereum/issues/22006
abi/bind: fix error-handling in generated wrappers for functions returning structs,22005,closed,https://github.com/ethereum/go-ethereum/issues/22005
docs: update traceTransaction docs,22004,closed,https://github.com/ethereum/go-ethereum/issues/22004
Private Transaction API Sample (based off v1.9.25),22003,closed,https://github.com/ethereum/go-ethereum/issues/22003
cmd/geth: fixed parallelized tests,22002,closed,https://github.com/ethereum/go-ethereum/issues/22002
"Compilation error func Call()  from /accounts/abi/bind/base.go (master, release-1.9)",22001,closed,https://github.com/ethereum/go-ethereum/issues/22001
"eth, core: speed up some tests",22000,closed,https://github.com/ethereum/go-ethereum/issues/22000
eth/protocols/eth: remove magic numbers in tests,21999,closed,https://github.com/ethereum/go-ethereum/issues/21999
vulnerabilites: updates,21998,closed,https://github.com/ethereum/go-ethereum/issues/21998
how to set ws.origins?,21997,closed,https://github.com/ethereum/go-ethereum/issues/21997
Database compacting,21996,closed,https://github.com/ethereum/go-ethereum/issues/21996
docs: fix links in dapps pages,21995,closed,https://github.com/ethereum/go-ethereum/issues/21995
les: rework arm64's undefined workaround,21994,closed,https://github.com/ethereum/go-ethereum/issues/21994
consensus: refactor FinalizeAndAssemble to use Finalize,21993,closed,https://github.com/ethereum/go-ethereum/issues/21993
eth: close miner on exit (instead of just stopping),21992,open,https://github.com/ethereum/go-ethereum/issues/21992
cmd/geth: add ability to get/put raw db values,21991,closed,https://github.com/ethereum/go-ethereum/issues/21991
Corrupt database contents - panic on invalid number of list elements,21990,closed,https://github.com/ethereum/go-ethereum/issues/21990
"miner, test: fix potential goroutine leak",21989,closed,https://github.com/ethereum/go-ethereum/issues/21989
appveyor.yml: use Visual Studio 2019 image,21988,closed,https://github.com/ethereum/go-ethereum/issues/21988
"core, trie: speed up some tests with quadratic processing flaw",21987,closed,https://github.com/ethereum/go-ethereum/issues/21987
build: upgrade to Go 1.15.6,21986,closed,https://github.com/ethereum/go-ethereum/issues/21986
downloads-page: ignore signify signatures,21985,closed,https://github.com/ethereum/go-ethereum/issues/21985
cmd/geth: usb is off by default,21984,closed,https://github.com/ethereum/go-ethereum/issues/21984
Delete the wiki,21983,closed,https://github.com/ethereum/go-ethereum/issues/21983
Why are so many threads turned on? ,21982,closed,https://github.com/ethereum/go-ethereum/issues/21982
p2p/enode: avoid crashing for invalid IP,21981,closed,https://github.com/ethereum/go-ethereum/issues/21981
les: use eth64 instead of 63,21980,closed,https://github.com/ethereum/go-ethereum/issues/21980
Discussion: Github Discussions,21979,open,https://github.com/ethereum/go-ethereum/issues/21979
M1 Chip with Big Sur Problem ,21978,open,https://github.com/ethereum/go-ethereum/issues/21978
"crypto/signify, build: fix archive signing with signify",21977,closed,https://github.com/ethereum/go-ethereum/issues/21977
consensus/ethash: implement faster difficulty calculators,21976,closed,https://github.com/ethereum/go-ethereum/issues/21976
what is <YOUR_ETH1_NODE_ENDPOINT>of geth?,21975,closed,https://github.com/ethereum/go-ethereum/issues/21975
les: introduce forkID,21974,closed,https://github.com/ethereum/go-ethereum/issues/21974
"a running node, can fork from PoW to PoA?",21973,closed,https://github.com/ethereum/go-ethereum/issues/21973
"""--syncmode light"" never find out peer and cannot start sync",21972,closed,https://github.com/ethereum/go-ethereum/issues/21972
EIP-1559: Fee market change,21971,open,https://github.com/ethereum/go-ethereum/issues/21971
tests/fuzzers: add nodestatemachine fuzzer (wip),21970,open,https://github.com/ethereum/go-ethereum/issues/21970
Ed,21969,closed,https://github.com/ethereum/go-ethereum/issues/21969
Archive DB Corrupt - Send Help,21968,closed,https://github.com/ethereum/go-ethereum/issues/21968
core: speed up header import,21967,closed,https://github.com/ethereum/go-ethereum/issues/21967
Transaction ordering within a block should be non-deterministic.,21965,closed,https://github.com/ethereum/go-ethereum/issues/21965
CHT's are too new,21964,closed,https://github.com/ethereum/go-ethereum/issues/21964
FR: Separate Dangerous Debugs From Useful Debugs,21963,open,https://github.com/ethereum/go-ethereum/issues/21963
cmd/geth: add test to verify regexps in version check,21962,closed,https://github.com/ethereum/go-ethereum/issues/21962
"vulnerabilites: fix regexps, add CVEs",21961,closed,https://github.com/ethereum/go-ethereum/issues/21961
les: cosmetic rewrite of the arm64 float bug workaround,21960,closed,https://github.com/ethereum/go-ethereum/issues/21960
docs: better syntax highlighting,21959,closed,https://github.com/ethereum/go-ethereum/issues/21959
"--miner.gaslimit & --rpc.gascap doesn't work, I can't increace more then 25 000 000 gas for one block",21958,closed,https://github.com/ethereum/go-ethereum/issues/21958
Fixed 'ErrReplaceUnderpriced' during concurrent execution SubmitTrans…,21957,open,https://github.com/ethereum/go-ethereum/issues/21957
core/vm/runtime: remove duplicate line,21956,closed,https://github.com/ethereum/go-ethereum/issues/21956
docs: remove old syntax highlighting,21955,closed,https://github.com/ethereum/go-ethereum/issues/21955
docs: reenabled syntax highlighting,21954,closed,https://github.com/ethereum/go-ethereum/issues/21954
"docs: fixed link, added readme",21953,closed,https://github.com/ethereum/go-ethereum/issues/21953
docs: removed duplicated build from source page,21952,closed,https://github.com/ethereum/go-ethereum/issues/21952
"Clique period=0: all transactions go straight to pending, and no transactions get sealed",21951,open,https://github.com/ethereum/go-ethereum/issues/21951
cmd/devp2p: add node filter for snap + fix arg error,21950,closed,https://github.com/ethereum/go-ethereum/issues/21950
